CUSTOMER_ID,PRODUCT_ID,count(boi.ORDER_ITEM_ID)
3727,26245,2
3727,29986,1
3746,28752,1
3746,149000000861,1
3832,29989,1
3832,1030578,1
3832,1034359,1
3832,1042269,1
3910,2269,1
3910,149000001501,1
3960,2625,1
3960,3180,1
3960,26160,1
3960,27293,1
3960,1030382,1
4129,29988,1
4129,29991,1
4129,1038837,2
4129,149000000943,1
4158,26109,1
4158,1035508,1
4158,149000000848,1
4216,315,3
4278,1109,2
4278,1617,1
4278,3620,1
4278,25943,1
4278,26581,1
4278,29171,1
4278,1034580,1
4278,1035153,1
4278,1035569,1
4278,1037533,1
4287,1623,1
4287,1833,1
4287,3326,1
4287,3537,3
4287,3538,1
4287,3540,1
4287,3864,6
4287,4328,1
4287,28590,1
4287,28636,1
4287,29990,1
4287,30141,1
4287,1030391,1
4287,1030911,1
4287,1030962,1
4287,1031479,1
4287,1033088,1
4287,1035629,1
4287,1035967,1
4287,1037396,1
4302,1031774,1
4302,1034472,1
4359,632,1
4359,3689,1
4359,1031644,1
4376,26121,1
4376,26697,1
4376,30141,1
4376,1034356,1
4461,3764,1
4461,1033626,1
4461,1034680,1
4560,2643,1
4560,1030969,1
4592,3746,1
4592,149000000476,1
4666,724,1
4666,1036728,1
4681,1031684,1
4681,1035397,1
4681,1042422,2
4791,1032025,2
4791,1035128,1
4791,1035129,1
4911,2930,1
4911,3046,1
4911,3339,1
4911,3348,2
4911,3497,1
4911,28810,1
4911,1030917,1
4926,719,1
4926,1781,1
4931,345,1
4931,4533,1
4931,30376,1
4931,1035604,1
4931,1038652,1
4931,1042270,1
4932,3255,1
4932,1030534,1
5037,1033140,1
5037,1035569,1
5037,149000000691,1
5284,283,1
5284,1038514,1
5426,920,2
5426,1036169,1
5733,1033723,1
5733,1038555,1
5733,149000000457,1
5785,1035630,3
5802,742,1
5802,1039359,1
5803,1748,1
5803,1036121,1
5803,1042648,1
5949,1050,1
5949,1617,1
5949,3995,1
5949,1033028,1
5949,1035569,1
5949,1036593,1
5949,1037412,1
6364,1559,1
6364,1561,1
6364,3019,1
6379,1559,1
6379,1560,1
6478,1035110,1
6478,1038142,1
6597,1823,1
6597,3423,1
6597,4200,1
6597,26160,1
6597,28018,1
6597,1032724,1
6597,1033822,1
6597,1034644,1
6597,1035448,1
6597,1037578,1
6597,1040368,1
6597,1042270,1
6597,1042341,1
6597,1042343,1
6597,1042931,1
6746,3765,1
6746,1038878,1
7294,1617,1
7294,149000000574,2
7901,26884,1
7901,1031107,1
7901,1033885,1
8302,115,1
8302,1037786,1
8362,219,1
8362,1050,2
8362,1136,1
8362,1364,1
8362,1517,1
8362,1823,2
8362,1826,2
8362,2768,1
8362,2827,1
8362,2899,1
8362,3674,1
8362,4045,1
8362,26159,1
8362,28960,1
8362,29479,1
8362,29898,1
8362,1032877,1
8362,1033776,2
8362,1033822,2
8362,1034138,1
8362,1034145,1
8362,1034412,1
8362,1034684,1
8362,1035630,1
8362,1038357,1
8362,1039975,1
8362,1043124,1
8443,4502,1
8443,1031774,1
8455,1031481,1
8455,1036579,1
8570,724,1
8570,850,1
8570,3019,1
8570,3746,1
8570,3765,1
8570,4450,1
8570,26123,1
8616,877,1
8616,3995,1
8616,27426,1
8616,1034539,1
8616,1035416,1
9047,1034949,1
9047,1038606,1
9095,115,1
9095,1041791,2
9225,4450,1
9225,1031767,1
9413,29152,1
9413,1039034,1
9928,63,1
9928,4360,1
9928,26188,1
9928,29241,1
9928,1033247,1
9928,1033822,1
9928,1035085,1
9928,1035163,1
9928,1035827,1
9928,1036319,1
9928,1036559,1
9928,1042143,1
9928,1043146,1
10061,3045,1
10061,3148,1
10061,1038354,1
10166,147,1
10166,3864,3
10166,1038313,1
10166,149000000574,1
10243,3259,1
10243,1031164,2
10307,1031466,1
10307,1038652,2
10307,1042267,1
10307,149000001436,1
10610,1035290,2
10610,1035294,2
10754,1276,1
10754,2287,1
10754,2741,1
10754,4435,1
10979,4228,1
10979,1032724,1
10979,1033017,1
11038,4199,1
11038,4200,1
11038,1031603,1
11038,1035510,1
11038,1035904,1
11038,1041301,1
11140,1035160,1
11140,1035216,1
11140,1036169,1
11198,1035133,1
11198,149000000727,1
11304,1559,1
11304,1561,1
11600,1031164,1
11600,1033465,1
11611,28018,1
11611,30131,1
11611,1032543,1
11775,3456,1
11775,3587,1
11775,3766,1
11775,4048,1
11775,1031613,1
11775,1031774,1
11775,1041688,2
11775,149000000643,1
11775,149000000927,3
11775,149000000998,1
11775,149000001340,1
11828,1031465,1
11828,1033666,1
11828,1033668,1
11828,1033670,1
11828,1033822,1
11828,1036981,2
11853,2112,1
11853,30263,1
11853,1030578,1
11853,1035569,1
11853,1036842,1
11853,1037010,2
11853,1037786,1
11853,1037910,1
11853,1042460,1
11853,149000000685,1
11853,149000000834,1
11872,1109,1
11872,1033459,1
11872,1035629,1
11914,1040368,1
11914,1042143,1
11920,1041498,1
11920,149000000701,1
11957,3864,1
11957,1034163,1
11957,1038200,1
12036,144,1
12036,1617,1
12036,1035827,1
12159,1492,1
12159,3995,1
12159,1037009,1
12159,1039033,1
12159,1039548,1
12159,149000000686,1
12349,147,1
12349,1039548,1
12579,3682,1
12579,1035630,1
12579,1036758,1
12652,288,1
12652,1559,1
12652,1560,1
12652,1033017,1
12652,1033310,1
12652,1033822,1
12652,1034586,1
12652,1035510,1
12652,1035678,1
12652,1036867,1
12652,1038601,1
12652,1038606,1
12652,1040005,1
12652,1041443,2
12652,1041664,1
12652,149000000941,1
12652,149000000944,1
12832,1038452,1
12832,1042080,1
12832,149000000943,1
12922,131,1
12922,1073,1
12922,1617,2
12922,1031458,1
12922,1031481,1
12922,1038324,1
12922,1039568,1
12922,1040172,1
12922,1042337,1
12956,3995,1
12956,1033626,1
12956,1038837,1
13121,149000000531,1
13121,149000000534,1
13156,73,2
13156,25752,1
13175,23934,1
13175,1037854,1
13226,2636,1
13226,3019,1
13226,30205,1
13226,1036658,1
13779,2592,1
13779,2608,1
13779,1031774,1
13779,1032667,1
13779,149000000715,1
13967,1617,1
13967,2870,1
13967,26221,1
13967,1037586,1
13967,1037594,1
14043,2597,1
14043,4257,1
14043,1033908,1
14508,2226,1
14508,4035,1
14508,4043,1
14508,1033485,1
14508,1033822,1
14508,1041336,1
14523,513,1
14523,639,1
14523,645,1
14523,1038426,1
14524,30746,1
14524,1042837,1
14580,1559,1
14580,3277,1
14692,3353,1
14692,4370,1
14692,28810,1
14692,1033436,1
14692,1037981,1
14988,201,1
14988,26030,1
14988,1031779,1
14988,1035219,1
15066,4419,1
15066,1038837,1
15066,1039034,1
15066,1042338,1
15075,387,4
15075,2932,1
15075,1033264,1
15075,1033419,1
15075,1034762,1
15135,1030475,1
15135,1030510,1
15360,306,1
15360,1035163,1
15382,1037786,1
15382,149000000574,1
15675,3682,1
15675,30109,1
15675,30117,1
15675,30125,1
15675,30128,1
15675,1033749,1
16154,4535,1
16154,1034506,3
16154,1035085,1
16487,1031107,1
16487,1038354,1
16487,1038357,1
16487,1038366,1
16969,3326,1
16969,3996,1
16969,4227,1
16969,1037758,1
16969,1038200,1
16969,1038597,1
17029,1038550,1
17029,1042090,1
17045,3049,2
17045,4419,1
17062,1031774,1
17062,1031881,1
17135,3019,2
17135,1031479,1
17135,1031480,1
17135,1032440,1
17135,1037910,1
17152,3995,2
17152,1031926,1
17152,1031930,1
17152,1032572,1
17152,1032905,1
17152,1034757,1
17301,1559,1
17301,1560,1
17301,2635,1
17301,30169,1
17359,1030833,1
17359,1034670,1
17386,1032877,1
17386,1035210,1
17386,149000001439,1
17398,3271,1
17398,1030581,1
17477,1038200,1
17477,1040892,1
17673,1617,1
17673,1037047,4
17695,1034582,1
17695,1034585,1
17695,1034587,1
17695,1040703,1
17763,38,1
17763,4076,1
17763,1031882,1
18173,605,1
18173,1035665,1
18289,877,1
18289,986,1
18289,26695,1
18493,1559,1
18493,1560,1
18493,4450,1
18596,1492,1
18596,1039457,1
18596,1040093,1
18596,1040097,1
18596,149000000560,1
18736,1617,1
18736,1030676,1
18760,2636,1
18760,2638,1
18760,2641,1
18760,3770,1
18760,3995,2
18760,4171,1
18760,28991,1
18760,28996,1
18760,30215,1
18760,1031466,1
18760,1031481,1
18760,1031490,1
18760,1033626,1
18760,1033633,1
18760,1034376,1
18760,1035373,1
18760,1037567,1
18760,1038200,1
18760,1038313,1
18760,1038405,1
18760,1038450,1
18760,1038780,1
18760,1039473,4
18760,1039476,1
18760,149000000689,1
18896,2810,1
18896,2812,1
18896,1033088,1
18956,28206,1
18956,1034359,1
18956,1036265,1
18956,1036268,1
18957,1988,1
18957,3682,1
19022,1034757,1
19022,1035085,1
19253,3048,1
19253,3349,1
19253,3495,1
19253,1033468,1
19253,1037797,1
19253,1038584,1
19253,1039014,1
19253,1039123,1
19406,1035448,1
19406,1035529,1
19441,1561,1
19441,1032879,1
19441,1033259,2
19539,1559,1
19539,1560,1
19539,1031463,1
19539,1032839,1
19623,2161,2
19623,1033670,1
19623,1033716,1
19678,3350,1
19678,3353,1
19678,3438,1
19678,28831,1
19678,1037854,1
19730,1990,1
19730,4050,1
20478,1754,1
20478,1755,1
20478,1037224,1
20923,4025,1
20923,4026,1
20923,1034526,1
20981,1034376,1
20981,1041907,1
21170,1617,1
21170,1035153,1
21430,508,1
21430,1037737,1
21457,1559,1
21457,1561,1
21457,1032879,1
21623,861,1
21623,1832,1
21875,1032727,1
21875,1037847,1
21993,1561,1
21993,3830,1
21993,1038550,1
22568,1823,1
22568,1033017,1
22568,1036728,1
22568,1039028,1
22568,1039034,1
22568,1039107,1
22660,1041336,1
22660,1041337,2
22660,1041338,1
22660,149000000701,1
22832,3745,1
22832,1034674,1
22832,1035818,1
23038,724,1
23038,3421,1
23038,26884,1
23038,1032905,1
23038,1033088,2
23038,1033243,1
23038,1033244,1
23038,1033626,1
23038,1034506,1
23038,1036728,1
23038,1041498,1
23038,149000000574,1
23038,149000001434,1
23057,1073,1
23057,26109,2
23305,1429,1
23305,149000000941,1
23577,1923,1
23577,28456,1
23577,29988,1
23577,30329,1
23679,1030884,1
23679,1033036,1
23679,1041688,1
23691,26173,1
23691,30135,1
23691,30140,1
23691,1037532,1
23845,4370,1
23845,1033899,1
23879,2099,1
23879,4349,1
23879,1033177,1
23879,1038436,1
24092,1559,1
24092,1823,1
24323,2272,1
24323,29895,1
24351,833,1
24351,3995,1
24358,4360,1
24358,1036964,1
24358,1036981,1
24614,1033239,1
24614,1034476,1
25385,1039473,1
25385,1041621,1
26738,1037981,2
26941,877,1
26941,1032883,1
26941,1033436,1
27019,1323,1
27019,1030884,1
27019,1037851,1
27038,1898,1
27038,29081,2
27188,1946,1
27188,1037473,1
27267,1748,1
27267,29685,1
27311,29987,1
27311,1035508,1
27311,1042270,1
27441,30101,1
27441,1037578,1
27543,2657,1
27543,1030397,1
27958,2406,1
27958,1042459,1
27958,1042460,1
28365,1823,1
28365,2810,1
28365,2811,1
28473,2226,1
28473,26188,1
28473,26223,1
28473,28230,1
28644,1429,1
28644,26109,1
28644,29883,1
28644,1035163,1
28895,217,1
28895,264,1
28970,1031305,1
28970,1037838,1
29526,2829,1
29526,2832,1
29526,26722,1
29526,26724,1
29526,1031478,1
29526,1034562,1
29526,1038652,1
29812,3396,2
29834,1779,1
29834,1030387,1
29922,3875,1
29922,149000001293,1
30236,4491,1
30236,1033640,1
31241,2625,1
31241,1030578,1
32133,2272,1
32133,1035615,1
32197,252,1
32197,287,1
32197,368,1
32197,606,1
32197,1580,1
32197,1694,1
32197,2894,1
32197,3073,1
32197,3239,1
32197,3520,1
32197,3674,1
32197,4183,1
32197,4386,1
32197,26578,1
32197,26743,1
32197,26745,1
32197,27180,1
32197,1031003,1
32197,1032442,1
32197,1033259,1
32197,1033896,1
32197,1035153,1
32197,1035473,1
32197,1035597,1
32197,1036091,1
32197,1036244,1
32197,1036429,1
32197,1036860,1
32197,1037880,2
32197,1038966,1
32197,1039913,1
32197,1039978,1
32197,1040005,1
32197,1041167,1
32197,1041511,1
32197,1041963,1
32397,29241,1
32397,1031774,1
32397,1034776,1
32397,1035629,1
33445,315,1
33445,30215,1
33445,1038431,1
33551,385,1
33551,1073,1
33551,2272,1
33551,2643,1
33551,3541,1
33551,29883,1
33551,1032841,1
33551,1033822,1
33551,1036430,1
33551,1036801,1
34158,219,1
34158,1612,1
34158,2070,1
34158,4198,1
34158,4199,1
34158,1031107,1
34158,1031782,1
34158,1034460,1
34158,1035629,1
34158,1036437,1
34158,1036981,1
34158,1041379,1
34158,1042742,1
34446,584,1
34446,585,1
34446,26058,1
34446,26064,1
34446,1034316,1
34446,1035448,1
34446,1035450,1
34672,201,1
34672,3326,1
34672,4190,1
34672,4369,1
34672,1035362,1
34786,1857,1
34786,2159,1
34786,2161,1
34786,2272,1
34786,1031305,1
34786,1035163,1
34790,1034819,3
34966,141,1
34966,1034394,1
34999,1559,1
34999,1560,1
34999,149000000574,1
35056,4276,2
35056,1040418,1
35541,1033553,1
35541,1037447,1
35551,1559,1
35551,1560,1
35551,1037578,1
35551,1037579,1
35692,3148,1
35692,1039086,1
35730,26160,1
35730,1032615,1
35730,1035510,1
35730,1036474,1
35730,1042347,1
35878,1826,2
35898,3282,2
35962,607,1
35962,29987,1
35962,29988,1
35962,1040368,1
35962,1041443,2
36071,1559,1
36071,1033749,1
36103,30322,1
36103,1031774,1
36103,1033626,1
36103,1034717,1
36103,1035130,1
36103,1035319,1
36103,1038652,1
36218,341,1
36218,986,1
36218,1030911,1
36218,1031658,2
36218,1035629,1
36228,3349,1
36228,3353,1
36749,1617,1
36749,3827,1
36749,1030678,1
36765,1369,3
36869,225,1
36869,2269,1
36869,2270,1
36869,3271,1
36869,3332,1
36869,28603,1
36869,28991,1
36869,149000000865,1
36869,149000000933,1
36910,1033626,2
36910,149000000941,1
36921,877,1
36921,2272,1
36921,30135,1
36921,1036420,1
36921,1036732,1
36974,1823,1
36974,27425,1
37151,4227,2
37151,4360,2
37151,1033803,1
37151,1037729,1
37151,1038597,1
37151,1041498,2
37214,1381,1
37214,1033088,2
37214,1037180,1
37214,149000000741,3
37214,149000000914,1
37736,3765,1
37736,3896,1
37736,1033036,2
38207,3768,1
38207,25951,1
38319,2403,1
38319,30263,1
38341,28713,1
38341,1031792,1
38341,1035031,1
38341,1036764,1
38341,1042135,1
38341,149000000928,1
38352,1036973,2
38415,1040368,1
38415,1040909,1
38415,149000000741,1
38612,1034580,1
38612,1035569,1
38649,1561,1
38649,1823,1
38649,30205,1
38649,1032879,1
38737,1031456,1
38737,1037910,1
38737,1038200,1
38884,1030678,1
38884,1031003,1
38884,1034143,1
39706,1559,1
39706,3970,1
39706,1031003,1
39706,149000000727,1
39746,1038659,1
39746,149000000574,1
41587,288,1
41587,2019,1
41587,2272,1
41699,1035827,1
41699,1036474,1
42587,1030578,1
42587,149000000630,1
42769,1848,1
42769,3977,1
42769,1032438,1
42769,1039037,1
42769,1041937,1
43009,377,1
43009,1559,1
43009,1560,1
43028,1042269,1
43028,149000000574,1
43028,149000001435,1
44121,2642,1
44121,2652,1
44121,2653,1
44121,2654,1
44121,2655,1
44121,1038429,1
44377,1032877,1
44377,1038200,1
45110,1617,1
45110,1038837,1
45321,1673,1
45321,1778,1
45842,3273,1
45842,1031214,1
45842,1036318,1
45866,120,2
45866,1806,1
45866,26573,1
45884,605,1
45884,2642,1
45958,1030534,1
45958,1036728,1
46293,1032671,1
46293,1034316,1
46797,1033846,1
46797,1036169,1
46797,1037422,1
47521,1035153,1
47521,1035416,1
47521,1035447,1
47521,1035448,2
47521,1035569,1
47649,3713,1
47649,1034506,1
48004,1039112,1
48004,1041165,1
48012,3271,1
48012,1035160,1
48012,1037941,1
48044,2272,1
48044,28611,1
48044,1039032,1
48044,1039035,1
48044,1041911,1
48421,1036738,1
48421,1038137,1
48421,1038450,1
48421,1038652,1
48444,1038659,1
48444,1038837,1
48722,3044,1
48722,3995,2
48722,29906,1
48722,1033088,1
48771,1381,1
48771,1823,1
48771,1897,1
48797,336,1
48797,1034021,1
49123,4362,1
49123,1035227,1
49453,1034577,2
49453,1036964,1
49453,1036969,1
49876,28866,1
49876,29230,1
49876,29888,1
49881,2653,1
49881,149000000476,1
50261,1038550,1
50261,149000000518,1
50644,1778,3
50644,26699,1
50644,1033589,1
50644,1033623,1
50644,1033885,1
50644,1034356,1
50705,2272,1
50705,3864,1
50705,30150,1
50705,1034564,1
50727,1559,1
50727,1560,1
50871,2643,1
50871,3604,1
50871,3672,1
50871,3673,1
50871,4005,1
50871,4105,1
50871,4237,1
50871,4367,1
50871,4537,1
50871,4541,1
50871,28634,1
50871,1035183,1
50871,1035707,1
50871,1036181,1
50871,1038995,1
51433,63,1
51433,3520,2
51433,29986,1
51433,29987,2
51433,1031606,1
51469,4197,1
51469,26223,1
51548,1584,2
51716,841,1
51716,1004,1
51716,2272,1
51716,3768,2
51716,3771,1
51716,3995,1
51716,26725,1
51716,28603,1
51716,28607,1
51716,1033177,1
51716,1034174,1
51716,1034409,1
51716,1034722,1
51716,1035629,1
51716,1042135,1
51908,120,1
51908,4219,1
51908,26429,1
51908,1031466,1
51908,1031467,1
51908,1031499,1
51908,1034562,1
51908,1037565,1
51908,1039596,1
51921,4238,1
51921,1033468,1
52037,26113,1
52037,1041664,1
52043,1035153,1
52043,1038313,1
52168,1559,2
52168,1561,2
52168,3699,1
53088,4285,1
53088,1036518,1
53413,1033241,2
53515,1617,1
53515,26695,1
53515,1033860,1
53515,1034680,1
53515,1035213,1
53995,1039585,2
54019,1031644,1
54019,1033088,1
54019,1039034,1
54418,1031477,1
54418,1031480,1
54418,1031490,1
54418,1035031,1
54418,1035037,1
54418,1039600,1
54418,1039779,1
54716,2272,2
54719,4201,1
54719,26442,1
55286,3995,2
55286,1041498,1
55798,3864,2
55813,174,1
55813,922,1
55813,3294,1
55813,3396,1
55813,4105,1
55813,4284,1
55813,28995,1
55813,1036430,1
55813,1036661,1
56049,4366,1
56049,4368,1
56251,201,1
56251,742,3
56251,1030676,1
56251,1032510,1
56251,1034412,1
56722,2696,1
56722,1036430,1
56869,1561,1
56869,1032879,1
57119,2657,1
57119,1030911,1
57227,1559,1
57227,1560,1
57227,1032879,1
57750,512,1
57750,646,1
57750,26123,1
57750,26573,1
57773,30246,1
57773,1038009,1
57928,569,1
57928,1559,1
57928,1560,1
57928,1617,1
57928,29198,1
57928,29564,1
57928,30205,1
57991,120,2
57991,2653,1
57993,3350,1
57993,28831,1
57993,1031164,1
57993,1033463,1
57993,1033474,2
58046,1559,1
58046,1561,1
58127,437,1
58127,1217,1
58127,2900,1
58127,3745,1
58394,1035996,1
58394,1038968,1
58394,1038973,1
58394,1038992,1
58394,1039262,1
58394,1040142,1
58396,3995,2
58538,1037412,1
58538,1041443,1
58538,149000000741,1
58545,677,1
58545,3080,1
58669,149000000939,1
58669,149000000941,1
58669,149000000943,1
58950,2810,1
58950,3282,1
58950,1036765,1
59076,3123,1
59076,1033822,1
59212,1963,1
59212,1038426,1
59488,1756,1
59488,26223,1
59488,1037224,1
59492,1037138,2
59492,1037981,1
59492,1038780,2
59492,1043008,1
59595,1855,1
59595,3437,1
59627,3343,1
59627,149000000727,1
59781,28206,2
59815,1032835,1
59815,1038395,1
59815,149000000866,1
60205,28343,1
60205,28427,1
60205,1031831,1
60253,3283,1
60253,3460,2
60253,1035450,2
60430,315,1
60430,2249,1
60529,2272,2
60529,1031458,1
60560,3827,1
60560,1030792,1
60930,483,1
60930,1037473,1
61057,3904,1
61057,1032727,1
61057,1035683,1
61057,1035904,1
61057,1035909,1
61325,4115,1
61325,1032442,1
61325,1033244,1
61325,1033899,1
61573,315,1
61573,26109,1
61573,1030578,1
61573,1031893,1
61670,696,1
61670,26581,1
61670,1032660,1
61670,1034689,1
61670,1035163,1
61670,1035903,1
61808,1032877,1
61808,1042343,1
62193,4450,1
62193,1030884,1
62397,1032374,1
62397,1034239,1
62598,26223,1
62598,26251,1
62598,28246,1
62952,1359,1
62952,1032670,1
63281,1030915,1
63281,1042461,1
63391,385,1
63391,1617,1
64766,1032440,1
64766,1033983,1
64790,513,1
64790,26121,1
65006,1767,1
65006,1923,1
65006,2652,1
65006,3456,1
65006,4099,1
65006,1036798,1
65006,1036803,1
65135,29152,1
65135,1034019,1
65135,1036595,1
65299,3766,1
65299,1038220,1
65299,1038837,2
65418,2128,1
65418,1031774,1
65587,1033626,2
66046,1033436,1
66046,1033474,1
66370,2618,1
66370,2636,1
66370,2637,1
66370,2638,1
66370,2641,1
66370,27429,1
66370,29081,2
66377,1033436,1
66377,1033465,1
66688,3339,1
66688,3355,1
66688,1038555,1
68205,1035630,2
68316,30128,1
68316,1034973,1
69409,4133,1
69409,1033633,1
69409,1041079,1
69430,1033623,1
69430,1037470,1
70036,1035128,1
70036,1038620,1
70672,28263,1
70672,1031756,1
70984,4199,1
70984,30215,1
70984,1042270,1
70984,149000000939,1
70984,149000000941,1
70984,149000000943,1
70984,149000000944,1
71559,2649,1
71559,1036159,1
71728,1034019,1
71728,1038659,1
71728,149000000914,1
71823,1036738,1
71823,1037959,1
71900,120,1
71900,1559,1
71900,1560,1
71900,29987,1
71900,29990,1
71900,1031456,1
71900,1031458,1
71900,1033899,1
72037,1561,1
72037,1031348,2
72037,1032879,1
72074,4314,1
72074,1031472,1
72074,1031481,1
72074,1033418,1
72270,1033463,1
72270,1038729,1
72270,1038730,1
72270,1038732,1
72275,3019,1
72275,1034587,1
72275,1041621,1
72764,29986,1
72764,1042267,1
72968,1617,2
72968,1031479,1
72968,1032606,2
72968,1038659,1
73007,201,1
73007,211,1
73007,28634,1
74112,2272,1
74112,1041498,1
74395,1033244,1
74395,1033474,2
74395,1038995,2
74588,211,1
74588,1971,1
74588,2653,1
74588,3995,1
74588,4215,1
74588,4481,1
74588,29989,1
74588,1032877,1
74588,1034550,1
74588,1039471,1
74807,1031466,1
74807,1038448,1
74942,3608,1
74942,3674,1
74942,4170,1
74942,1030515,1
74942,1036112,2
74978,3355,2
74978,3864,1
74978,1035153,1
74978,1035569,1
74978,1041311,1
74978,1042741,1
75389,1036319,2
75389,1038405,1
75477,2650,2
76109,1559,1
76109,1031460,1
76109,1031494,1
76109,1042341,1
76109,149000000941,1
76455,3355,1
76455,26126,1
76455,26428,1
76455,1036451,1
76455,149000000589,1
76571,1035450,3
76571,1035529,1
77161,1559,1
77161,1561,1
77161,30205,1
77161,1031458,1
77161,1031490,1
77161,1032879,1
77161,149000000574,1
77536,3495,1
77536,26049,1
77721,2628,1
77721,4149,1
77721,25943,1
77721,1031080,1
77721,1031164,1
77721,1037419,1
77721,1037847,1
77721,1039228,1
78022,1381,1
78022,2400,1
78022,2403,1
78022,1032870,1
78022,1035880,1
78022,1038366,1
78022,1041301,1
78022,1041621,1
78022,149000000834,1
78247,29987,1
78247,1033626,1
78351,4269,1
78351,1038652,1
79236,1561,1
79236,2592,1
79236,26436,1
79236,29906,1
79236,1031461,1
79236,1031494,1
79236,1032905,2
79236,1037044,1
79236,1037410,1
79695,843,1
79695,1030578,1
79695,1030884,1
79695,1033036,1
79792,3005,1
79792,3006,1
79792,3146,1
79792,1031065,1
79792,1031066,1
79792,1031466,1
79792,1038354,1
79792,1038366,1
80022,3995,2
80022,30215,1
80022,1030578,2
80022,1033419,1
80022,1034612,1
80022,1034776,1
80022,1035665,1
80022,149000001432,1
80433,3758,1
80433,1038357,1
81233,3326,1
81233,1031344,1
81335,201,1
81335,1033168,1
81335,1033177,1
81335,1033259,1
81398,1037910,1
81398,1042143,1
81676,1033177,2
81676,1033246,1
81676,1034019,1
81676,1034409,1
81676,1035373,1
81676,1035615,1
81676,1036958,2
81676,1038837,1
81867,29980,1
81867,29981,1
81867,29982,1
82168,1037910,1
82168,1040098,1
82498,1038659,2
82573,1617,1
82573,1040908,1
82600,2269,1
82600,2270,1
82613,1561,1
82613,1032879,1
82844,4114,1
82844,26109,1
82934,385,1
82934,2270,1
82934,3767,1
82934,1030884,1
82934,1033241,1
82934,1033244,1
82934,1033467,1
82934,1033822,2
82934,1033860,1
82934,1037979,1
82934,1038416,1
82934,1042079,1
83010,1033017,1
83010,1033669,1
83045,3757,1
83045,1033239,1
83070,2161,1
83070,3864,3
83144,250,1
83144,30720,1
83256,1559,1
83256,1560,1
83256,1561,1
83256,1032879,1
83256,1041292,1
83283,3271,1
83283,1031668,1
83283,1034069,1
83290,1042457,1
83290,1042614,1
83681,3338,1
83681,3497,1
83681,29230,1
83681,1031668,1
83751,4414,1
83751,1035447,1
83832,1033259,2
83907,1035303,1
83907,1038837,1
84034,1042076,1
84034,1042935,1
84066,849,1
84066,1617,1
84066,26578,1
84066,1031673,1
84066,1032442,1
84066,1034356,1
84066,1035665,1
84066,1035827,1
84066,1036331,1
84098,3299,1
84098,28713,1
84316,1039034,1
84316,1039035,1
84455,1033168,1
84455,1034174,1
84455,1035447,1
84498,1033239,2
84498,1034603,1
84531,2894,1
84531,3995,1
84531,29541,1
84531,1036318,1
84591,1031477,1
84591,1037010,1
84621,1036642,2
84723,26581,1
84723,1035569,1
84735,197,1
84735,1617,1
84735,1779,1
84735,1035447,1
84735,1035529,1
84735,1035569,1
84794,3743,1
84794,29543,1
84794,1032822,1
84794,1032905,1
84947,1694,1
84947,2270,1
84947,30214,1
84947,1031644,1
84947,1038360,3
84977,1032440,2
84977,1032572,1
84977,1038429,1
85053,1031782,1
85053,1037520,2
